filename,word,list_chars,list_chars_utf8
p4_অবস্থান.mp4,অবস্থান,"['অ', 'ব', 'স', '্', 'থ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p1_অপেক্ষার.mp4,অপেক্ষার,"['অ', 'প', 'ে', 'ক', '্', 'ষ', 'া', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa7\x87', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xb7', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0']"
p5_অঙ্গ.mp4,অঙ্গ,"['অ', 'ঙ', '্', 'গ']","[b'\xe0\xa6\x85', b'\xe0\xa6\x99', b'\xe0\xa7\x8d', b'\xe0\xa6\x97']"
p3_অকুস্থল.mp4,অকুস্থল,"['অ', 'ক', 'ু', 'স', '্', 'থ', 'ল']","[b'\xe0\xa6\x85', b'\xe0\xa6\x95', b'\xe0\xa7\x81', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xb2']"
p6_অভাব.mp4,অভাব,"['অ', 'ভ', 'া', 'ব']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbe', b'\xe0\xa6\xac']"
p3_অনুবাদ.mp4,অনুবাদ,"['অ', 'ন', 'ু', 'ব', 'া', 'দ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xac', b'\xe0\xa6\xbe', b'\xe0\xa6\xa6']"
p5_অস্বচ্ছন্দ.mp4,অস্বচ্ছন্দ,"['অ', 'স', '্', 'ব', 'চ', '্', 'ছ', 'ন', '্', 'দ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xac', b'\xe0\xa6\x9a', b'\xe0\xa7\x8d', b'\xe0\xa6\x9b', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa6']"
p5_আগ্রহী.mp4,আগ্রহী,"['আ', 'গ', '্', 'র', 'হ', 'ী']","[b'\xe0\xa6\x86', b'\xe0\xa6\x97', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xb9', b'\xe0\xa7\x80']"
p6_অথবা.mp4,অথবা,"['অ', 'থ', 'ব', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa5', b'\xe0\xa6\xac', b'\xe0\xa6\xbe']"
p1_আট.mp4,আট,"['আ', 'ট']","[b'\xe0\xa6\x86', b'\xe0\xa6\x9f']"
p1_অস্বচ্ছন্দ.mp4,অস্বচ্ছন্দ,"['অ', 'স', '্', 'ব', 'চ', '্', 'ছ', 'ন', '্', 'দ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xac', b'\xe0\xa6\x9a', b'\xe0\xa7\x8d', b'\xe0\xa6\x9b', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa6']"
p2_অগত্যা.mp4,অগত্যা,"['অ', 'গ', 'ত', '্', 'য', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\x97', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe']"
p6_আকৃতি.mp4,আকৃতি,"['আ', 'ক', 'ৃ', 'ত', 'ি']","[b'\xe0\xa6\x86', b'\xe0\xa6\x95', b'\xe0\xa7\x83', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf']"
p1_অনুবাদ.mp4,অনুবাদ,"['অ', 'ন', 'ু', 'ব', 'া', 'দ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xac', b'\xe0\xa6\xbe', b'\xe0\xa6\xa6']"
p1_অপসারণ.mp4,অপসারণ,"['অ', 'প', 'স', 'া', 'র', 'ণ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa6\xb8', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0', b'\xe0\xa6\xa3']"
p1_অব্যাহতি.mp4,অব্যাহতি,"['অ', 'ব', '্', 'য', 'া', 'হ', 'ত', 'ি']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xb9', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf']"
p6_অপেক্ষা.mp4,অপেক্ষা,"['অ', 'প', 'ে', 'ক', '্', 'ষ', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa7\x87', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xb7', b'\xe0\xa6\xbe']"
p5_অধ্যয়ন.mp4,অধ্যয়ন,"['অ', 'ধ', '্', 'য', 'য', '়', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc', b'\xe0\xa6\xa8']"
p5_অধিকার.mp4,অধিকার,"['অ', 'ধ', 'ি', 'ক', 'া', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0']"
p3_অধিকার.mp4,অধিকার,"['অ', 'ধ', 'ি', 'ক', 'া', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0']"
p1_অগ্রাধিকার.mp4,অগ্রাধিকার,"['অ', 'গ', '্', 'র', 'া', 'ধ', 'ি', 'ক', 'া', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\x97', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xbe', b'\xe0\xa6\xa7', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0']"
p3_অভিযান.mp4,অভিযান,"['অ', 'ভ', 'ি', 'য', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p4_আঘাত.mp4,আঘাত,"['আ', 'ঘ', 'া', 'ত']","[b'\xe0\xa6\x86', b'\xe0\xa6\x98', b'\xe0\xa6\xbe', b'\xe0\xa6\xa4']"
p1_অগত্যা.mp4,অগত্যা,"['অ', 'গ', 'ত', '্', 'য', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\x97', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe']"
p1_অবহিত.mp4,অবহিত,"['অ', 'ব', 'হ', 'ি', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb9', b'\xe0\xa6\xbf', b'\xe0\xa6\xa4']"
p2_অভ্যস্ত.mp4,অভ্যস্ত,"['অ', 'ভ', '্', 'য', 'স', '্', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4']"
p6_আকর্ষণ.mp4,আকর্ষণ,"['আ', 'ক', 'র', '্', 'ষ', 'ণ']","[b'\xe0\xa6\x86', b'\xe0\xa6\x95', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xb7', b'\xe0\xa6\xa3']"
p5_অবিরত.mp4,অবিরত,"['অ', 'ব', 'ি', 'র', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xbf', b'\xe0\xa6\xb0', b'\xe0\xa6\xa4']"
p5_অগ্রসর.mp4,অগ্রসর,"['অ', 'গ', '্', 'র', 'স', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\x97', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xb8', b'\xe0\xa6\xb0']"
p6_অঞ্চল.mp4,অঞ্চল,"['অ', 'ঞ', '্', 'চ', 'ল']","[b'\xe0\xa6\x85', b'\xe0\xa6\x9e', b'\xe0\xa7\x8d', b'\xe0\xa6\x9a', b'\xe0\xa6\xb2']"
p2_অস্ত্র.mp4,অস্ত্র,"['অ', 'স', '্', 'ত', '্', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0']"
p2_অভিনেতা.mp4,অভিনেতা,"['অ', 'ভ', 'ি', 'ন', 'ে', 'ত', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xa8', b'\xe0\xa7\x87', b'\xe0\xa6\xa4', b'\xe0\xa6\xbe']"
p3_অপচয়.mp4,অপচয়,"['অ', 'প', 'চ', 'য', '়']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa6\x9a', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc']"
p3_অভ্যর্থনা.mp4,অভ্যর্থনা,"['অ', 'ভ', '্', 'য', 'র', '্', 'থ', 'ন', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xa8', b'\xe0\xa6\xbe']"
p1_অঞ্চল.mp4,অঞ্চল,"['অ', 'ঞ', '্', 'চ', 'ল']","[b'\xe0\xa6\x85', b'\xe0\xa6\x9e', b'\xe0\xa7\x8d', b'\xe0\xa6\x9a', b'\xe0\xa6\xb2']"
p2_অবস্থান.mp4,অবস্থান,"['অ', 'ব', 'স', '্', 'থ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p5_অত্যন্ত.mp4,অত্যন্ত,"['অ', 'ত', '্', 'য', 'ন', '্', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4']"
p4_অনন্য.mp4,অনন্য,"['অ', 'ন', 'ন', '্', 'য']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf']"
p2_অর্থ.mp4,অর্থ,"['অ', 'র', '্', 'থ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5']"
p2_অনুষ্ঠান.mp4,অনুষ্ঠান,"['অ', 'ন', 'ু', 'ষ', '্', 'ঠ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xb7', b'\xe0\xa7\x8d', b'\xe0\xa6\xa0', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p2_আগমন.mp4,আগমন,"['আ', 'গ', 'ম', 'ন']","[b'\xe0\xa6\x86', b'\xe0\xa6\x97', b'\xe0\xa6\xae', b'\xe0\xa6\xa8']"
p5_অভিন্ন.mp4,অভিন্ন,"['অ', 'ভ', 'ি', 'ন', '্', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa8']"
p3_অপার্থিব.mp4,অপার্থিব,"['অ', 'প', 'া', 'র', '্', 'থ', 'ি', 'ব']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbf', b'\xe0\xa6\xac']"
p1_অধ্যাপক.mp4,অধ্যাপক,"['অ', 'ধ', '্', 'য', 'া', 'প', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xaa', b'\xe0\xa6\x95']"
p1_অসুখী.mp4,অসুখী,"['অ', 'স', 'ু', 'খ', 'ী']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa7\x81', b'\xe0\xa6\x96', b'\xe0\xa7\x80']"
p1_অবিলম্বে.mp4,অবিলম্বে,"['অ', 'ব', 'ি', 'ল', 'ম', '্', 'ব', 'ে']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xbf', b'\xe0\xa6\xb2', b'\xe0\xa6\xae', b'\xe0\xa7\x8d', b'\xe0\xa6\xac', b'\xe0\xa7\x87']"
p2_অভিযোগ.mp4,অভিযোগ,"['অ', 'ভ', 'ি', 'য', 'ো', 'গ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xaf', b'\xe0\xa7\x8b', b'\xe0\xa6\x97']"
p4_অংশ.mp4,অংশ,"['অ', 'ং', 'শ']","[b'\xe0\xa6\x85', b'\xe0\xa6\x82', b'\xe0\xa6\xb6']"
p5_অকুস্থল.mp4,অকুস্থল,"['অ', 'ক', 'ু', 'স', '্', 'থ', 'ল']","[b'\xe0\xa6\x85', b'\xe0\xa6\x95', b'\xe0\xa7\x81', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xb2']"
p3_অগ্রদূত.mp4,অগ্রদূত,"['অ', 'গ', '্', 'র', 'দ', 'ূ', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\x97', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xa6', b'\xe0\xa7\x82', b'\xe0\xa6\xa4']"
p2_অনুমান.mp4,অনুমান,"['অ', 'ন', 'ু', 'ম', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xae', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p3_অট্ট.mp4,অট্ট,"['অ', 'ট', '্', 'ট']","[b'\xe0\xa6\x85', b'\xe0\xa6\x9f', b'\xe0\xa7\x8d', b'\xe0\xa6\x9f']"
p5_অবস্থা.mp4,অবস্থা,"['অ', 'ব', 'স', '্', 'থ', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbe']"
p2_অংশগ্রহণ.mp4,অংশগ্রহণ,"['অ', 'ং', 'শ', 'গ', '্', 'র', 'হ', 'ণ']","[b'\xe0\xa6\x85', b'\xe0\xa6\x82', b'\xe0\xa6\xb6', b'\xe0\xa6\x97', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xb9', b'\xe0\xa6\xa3']"
p3_অনেক.mp4,অনেক,"['অ', 'ন', 'ে', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x87', b'\xe0\xa6\x95']"
p4_অরুপ.mp4,অরুপ,"['অ', 'র', 'ু', 'প']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb0', b'\xe0\xa7\x81', b'\xe0\xa6\xaa']"
p1_অর্থায়ন.mp4,অর্থায়ন,"['অ', 'র', '্', 'থ', 'া', 'য', '়', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbe', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc', b'\xe0\xa6\xa8']"
p6_অভিযোগ.mp4,অভিযোগ,"['অ', 'ভ', 'ি', 'য', 'ো', 'গ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xaf', b'\xe0\xa7\x8b', b'\xe0\xa6\x97']"
p5_অনুবাদ.mp4,অনুবাদ,"['অ', 'ন', 'ু', 'ব', 'া', 'দ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xac', b'\xe0\xa6\xbe', b'\xe0\xa6\xa6']"
p6_অবস্থান.mp4,অবস্থান,"['অ', 'ব', 'স', '্', 'থ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p5_অনুরোধ.mp4,অনুরোধ,"['অ', 'ন', 'ু', 'র', 'ো', 'ধ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xb0', b'\xe0\xa7\x8b', b'\xe0\xa6\xa7']"
p3_অনুচ্ছেদ.mp4,অনুচ্ছেদ,"['অ', 'ন', 'ু', 'চ', '্', 'ছ', 'ে', 'দ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\x9a', b'\xe0\xa7\x8d', b'\xe0\xa6\x9b', b'\xe0\xa7\x87', b'\xe0\xa6\xa6']"
p3_অবশ্যই.mp4,অবশ্যই,"['অ', 'ব', 'শ', '্', 'য', 'ই']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb6', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\x87']"
p2_অপসারণ.mp4,অপসারণ,"['অ', 'প', 'স', 'া', 'র', 'ণ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa6\xb8', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0', b'\xe0\xa6\xa3']"
p5_অনুগ্রহ.mp4,অনুগ্রহ,"['অ', 'ন', 'ু', 'গ', '্', 'র', 'হ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\x97', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xb9']"
p2_অপেক্ষাকৃতভাবে.mp4,অপেক্ষাকৃতভাবে,"['অ', 'প', 'ে', 'ক', '্', 'ষ', 'া', 'ক', 'ৃ', 'ত', 'ভ', 'া', 'ব', 'ে']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa7\x87', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xb7', b'\xe0\xa6\xbe', b'\xe0\xa6\x95', b'\xe0\xa7\x83', b'\xe0\xa6\xa4', b'\xe0\xa6\xad', b'\xe0\xa6\xbe', b'\xe0\xa6\xac', b'\xe0\xa7\x87']"
p3_অভিযোগ.mp4,অভিযোগ,"['অ', 'ভ', 'ি', 'য', 'ো', 'গ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xaf', b'\xe0\xa7\x8b', b'\xe0\xa6\x97']"
p4_অভিনব.mp4,অভিনব,"['অ', 'ভ', 'ি', 'ন', 'ব']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xa8', b'\xe0\xa6\xac']"
p2_আক্রমনাত্মক.mp4,আক্রমনাত্মক,"['আ', 'ক', '্', 'র', 'ম', 'ন', 'া', 'ত', '্', 'ম', 'ক']","[b'\xe0\xa6\x86', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xae', b'\xe0\xa6\xa8', b'\xe0\xa6\xbe', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xae', b'\xe0\xa6\x95']"
p2_অবিশ্বাস্য.mp4,অবিশ্বাস্য,"['অ', 'ব', 'ি', 'শ', '্', 'ব', 'া', 'স', '্', 'য']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xbf', b'\xe0\xa6\xb6', b'\xe0\xa7\x8d', b'\xe0\xa6\xac', b'\xe0\xa6\xbe', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf']"
p3_অনুসন্ধান.mp4,অনুসন্ধান,"['অ', 'ন', 'ু', 'স', 'ন', '্', 'ধ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xb8', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa7', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p2_অর্থায়ন.mp4,অর্থায়ন,"['অ', 'র', '্', 'থ', 'া', 'য', '়', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbe', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc', b'\xe0\xa6\xa8']"
p2_অধিক.mp4,অধিক,"['অ', 'ধ', 'ি', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa6\xbf', b'\xe0\xa6\x95']"
p6_অস্ত্র.mp4,অস্ত্র,"['অ', 'স', '্', 'ত', '্', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0']"
p3_অনন্য.mp4,অনন্য,"['অ', 'ন', 'ন', '্', 'য']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf']"
p2_অভিশাপ.mp4,অভিশাপ,"['অ', 'ভ', 'ি', 'শ', 'া', 'প']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xb6', b'\xe0\xa6\xbe', b'\xe0\xa6\xaa']"
p3_অত্যধিক.mp4,অত্যধিক,"['অ', 'ত', '্', 'য', 'ধ', 'ি', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xa7', b'\xe0\xa6\xbf', b'\xe0\xa6\x95']"
p6_অগাস্ট.mp4,অগাস্ট,"['অ', 'গ', 'া', 'স', '্', 'ট']","[b'\xe0\xa6\x85', b'\xe0\xa6\x97', b'\xe0\xa6\xbe', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\x9f']"
p3_অবকাশ.mp4,অবকাশ,"['অ', 'ব', 'ক', 'া', 'শ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\xb6']"
p2_অসুখী.mp4,অসুখী,"['অ', 'স', 'ু', 'খ', 'ী']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa7\x81', b'\xe0\xa6\x96', b'\xe0\xa7\x80']"
p4_অর্জন.mp4,অর্জন,"['অ', 'র', '্', 'জ', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\x9c', b'\xe0\xa6\xa8']"
p6_অন্যত্র.mp4,অন্যত্র,"['অ', 'ন', '্', 'য', 'ত', '্', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0']"
p2_অপ্রয়োজনীয়.mp4,অপ্রয়োজনীয়,"['অ', 'প', '্', 'র', 'য', '়', 'ো', 'জ', 'ন', 'ী', 'য', '়']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc', b'\xe0\xa7\x8b', b'\xe0\xa6\x9c', b'\xe0\xa6\xa8', b'\xe0\xa7\x80', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc']"
p3_অন্যত্র.mp4,অন্যত্র,"['অ', 'ন', '্', 'য', 'ত', '্', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0']"
p4_আকর্ষণীয়.mp4,আকর্ষণীয়,"['আ', 'ক', 'র', '্', 'ষ', 'ণ', 'ী', 'য', '়']","[b'\xe0\xa6\x86', b'\xe0\xa6\x95', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xb7', b'\xe0\xa6\xa3', b'\xe0\xa7\x80', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc']"
p1_অলস.mp4,অলস,"['অ', 'ল', 'স']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb2', b'\xe0\xa6\xb8']"
p1_অভ্যস্ত.mp4,অভ্যস্ত,"['অ', 'ভ', '্', 'য', 'স', '্', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4']"
p1_অবিশ্বাস্য.mp4,অবিশ্বাস্য,"['অ', 'ব', 'ি', 'শ', '্', 'ব', 'া', 'স', '্', 'য']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xbf', b'\xe0\xa6\xb6', b'\xe0\xa7\x8d', b'\xe0\xa6\xac', b'\xe0\xa6\xbe', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf']"
p6_অভদ্র.mp4,অভদ্র,"['অ', 'ভ', 'দ', '্', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xa6', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0']"
p3_অভিগমন.mp4,অভিগমন,"['অ', 'ভ', 'ি', 'গ', 'ম', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\x97', b'\xe0\xa6\xae', b'\xe0\xa6\xa8']"
p1_আজ.mp4,আজ,"['আ', 'জ']","[b'\xe0\xa6\x86', b'\xe0\xa6\x9c']"
p4_অভদ্র.mp4,অভদ্র,"['অ', 'ভ', 'দ', '্', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xa6', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0']"
p1_অনুষ্ঠান.mp4,অনুষ্ঠান,"['অ', 'ন', 'ু', 'ষ', '্', 'ঠ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xb7', b'\xe0\xa7\x8d', b'\xe0\xa6\xa0', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
